MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV001213,Pham Duc Manh,Tiep vien,Khai thac bay,206942109517,032409680700,nv1213@airline.vn,1988-03-18,Nam
NV001214,Vu Thi An,Phi cong,An toan bay,537131939058,034886369600,nv1214@airline.vn,1990-01-24,Nam
NV001215,Vu Yen,Phi cong,An toan bay,951422455469,086732864100,nv1215@airline.vn,1969-12-20,Nu
NV001216,Nguyen Yen,Ky thuat,Tai chinh,172320109559,097797992500,nv1216@airline.vn,1971-02-16,Nam
NV001217,Nguyen Oanh,Dieu hanh,Khai thac bay,429238323118,032940545000,nv1217@airline.vn,1984-10-08,Nam
NV001218,Pham Khanh,Tiep vien,Tai chinh,973289285652,086530675500,nv1218@airline.vn,1987-08-10,Nam
NV001219,Bui Van Dat,Ky thuat,Khai thac bay,887365865599,097487035200,nv1219@airline.vn,1998-11-01,Khac
NV001220,Hoang Van Cuong,Dieu hanh,Tai chinh,927681666409,086125947300,nv1220@airline.vn,1974-05-05,Nu
NV001221,Tran Dat,Phi cong,Khai thac bay,175386603332,097727071400,nv1221@airline.vn,1995-10-04,Nam
NV001222,Vu Thi Bao,Dieu hanh,Dieu hanh bay,606852417683,034393855500,nv1222@airline.vn,1967-06-08,Nam
NV001223,Bui Manh,Tiep vien,Ky thuat may bay,288774981956,086105783500,nv1223@airline.vn,1968-03-04,Khac
NV001224,Bui An,Tiep vien,Ky thuat may bay,110799261717,033489072000,nv1224@airline.vn,1972-06-18,Nam
NV001225,Dang Thi Oanh,Dieu hanh,Tai chinh,104650087641,086707482400,nv1225@airline.vn,1988-04-26,Nu
NV001226,Tran Duc Yen,Tiep vien,Ky thuat may bay,728686067628,033679084300,nv1226@airline.vn,1967-01-06,Nam
NV001227,Hoang Van Binh,Tiep vien,An toan bay,307208736470,032654351100,nv1227@airline.vn,1983-09-21,Khac
NV001228,Bui Van Cuong,Tiep vien,Ky thuat may bay,936694101228,098861343000,nv1228@airline.vn,1966-08-16,Nam
NV001229,Vo Thi An,Phi cong,Ky thuat may bay,651520210114,086195603100,nv1229@airline.vn,1996-05-03,Nam
NV001230,Hoang Van Thu,Tiep vien,Khai thac bay,533633540542,034488994900,nv1230@airline.vn,1995-10-11,Nam
NV001231,Pham Viet,Dieu hanh,Ky thuat may bay,929423912068,096860923100,nv1231@airline.vn,1985-08-15,Khac
NV001232,Nguyen An,Tiep vien,Phuc vu mat dat,457814429824,097863441300,nv1232@airline.vn,1974-02-21,Khac
NV001233,Pham Thi Binh,Tiep vien,Phuc vu mat dat,736789875836,098804976700,nv1233@airline.vn,1988-06-25,Khac
NV001234,Hoang Van Phu,Phi cong,Ky thuat may bay,407274180180,096172459400,nv1234@airline.vn,1997-05-23,Khac
NV001235,Pham Van Dung,Tiep vien,Dieu hanh bay,277337095464,086186342800,nv1235@airline.vn,1989-10-25,Nu
NV001236,Bui Oanh,Ky thuat,Khai thac bay,216415888187,032912213200,nv1236@airline.vn,1996-08-13,Nu
NV001237,Vo Duc Son,Tiep vien,Dieu hanh bay,608272530804,033958550600,nv1237@airline.vn,1996-08-05,Nam
NV001238,Vu Thi Cuong,Tiep vien,An toan bay,393508845239,097141488500,nv1238@airline.vn,1973-10-01,Nu
NV001239,Vu Duc Anh,Ky thuat,Khai thac bay,580361387241,086405339100,nv1239@airline.vn,1986-02-07,Nam
NV001240,Vu Bao,Phi cong,An toan bay,582995766561,096728449700,nv1240@airline.vn,1989-01-25,Nam
NV001241,Bui Cuong,Tiep vien,Dieu hanh bay,646417856021,086408260500,nv1241@airline.vn,1988-02-22,Nam
NV001242,Nguyen Thi Viet,Tiep vien,Khai thac bay,706148805108,096803708500,nv1242@airline.vn,1971-03-22,Nam
NV001243,Vu Thi Bao,Tiep vien,Phuc vu mat dat,354107288132,033505767600,nv1243@airline.vn,1963-03-07,Nam
NV001244,Hoang Nam,Phi cong,Dieu hanh bay,880886881922,032733920100,nv1244@airline.vn,1996-05-23,Nam
NV001245,Nguyen Duc Thu,Tiep vien,Phuc vu mat dat,582501022032,096757310800,nv1245@airline.vn,1980-03-20,Nu
NV001246,Tran Duc Hung,Tiep vien,Dieu hanh bay,134568302655,098741795900,nv1246@airline.vn,1976-05-17,Nu
NV001247,Hoang Bao,Tiep vien,Phuc vu mat dat,225012040322,096972888500,nv1247@airline.vn,1960-05-06,Nu
NV001248,Huynh Thi Oanh,Dieu hanh,Khai thac bay,371974438099,086788196500,nv1248@airline.vn,1979-03-12,Nu
NV001249,Nguyen Yen,Dieu hanh,An toan bay,698918715966,086145991400,nv1249@airline.vn,1971-01-08,Nam
NV001250,Le Thi Dung,Phi cong,Dieu hanh bay,202646855912,096646985000,nv1250@airline.vn,1995-07-14,Nam
NV001251,Bui Thi Cuong,Dieu hanh,Dieu hanh bay,677955969090,098912077900,nv1251@airline.vn,1970-09-16,Nam
NV001252,Tran Thi Nam,Tiep vien,An toan bay,977729365249,086391388600,nv1252@airline.vn,1996-02-16,Khac
NV001253,Hoang Van Oanh,Ky thuat,Khai thac bay,311460373127,098406605700,nv1253@airline.vn,1994-09-17,Nam
NV001254,Vo Van An,Tiep vien,Khai thac bay,145962952541,033984278400,nv1254@airline.vn,1991-05-11,Nam
NV001255,Le Thi An,Tiep vien,Tai chinh,820280224587,098106084100,nv1255@airline.vn,1965-12-16,Nu
NV001256,Hoang Duc Son,Phi cong,Dieu hanh bay,681003533954,086330668300,nv1256@airline.vn,1964-01-28,Nu
NV001257,Vu Thi Uyen,Ky thuat,Ky thuat may bay,914541552507,032263871800,nv1257@airline.vn,1982-03-13,Khac
NV001258,Hoang Thi Nam,Phi cong,Phuc vu mat dat,894000816477,086192949400,nv1258@airline.vn,1990-09-25,Nu
NV001259,Hoang Thi Bao,Tiep vien,Khai thac bay,655650498028,086337831600,nv1259@airline.vn,1975-12-18,Nam
NV001260,Vu Van Bao,Ky thuat,Khai thac bay,197906446540,098535562900,nv1260@airline.vn,1981-08-20,Nam
NV001261,Pham Hung,Ky thuat,Khai thac bay,912899402443,097991750900,nv1261@airline.vn,1981-09-23,Nam
NV001262,Bui Van Viet,Phi cong,Ky thuat may bay,890464184280,032825254600,nv1262@airline.vn,1991-10-28,Khac
NV001263,Le Thi An,Tiep vien,Khai thac bay,244188311108,032299914000,nv1263@airline.vn,1995-03-18,Nu
NV001264,Le Thi Manh,Tiep vien,An toan bay,732514046220,097431692500,nv1264@airline.vn,1990-10-11,Nam
NV001265,Bui Duc Dung,Dieu hanh,Tai chinh,511924104045,034309535600,nv1265@airline.vn,1964-07-27,Nam
NV001266,Bui Van Viet,Tiep vien,An toan bay,614483644360,034870897000,nv1266@airline.vn,1979-12-28,Nam
NV001267,Hoang Duc Khanh,Dieu hanh,Dieu hanh bay,361248798255,096791297400,nv1267@airline.vn,1970-07-05,Nu
NV001268,Bui Thi Chi,Phi cong,Phuc vu mat dat,818549657107,096888238600,nv1268@airline.vn,1988-04-25,Khac
NV001269,Vo Thi Yen,Tiep vien,Ky thuat may bay,796606197539,034431438800,nv1269@airline.vn,1981-05-20,Khac
NV001270,Dang Thi Yen,Dieu hanh,Dieu hanh bay,621245405079,032666329000,nv1270@airline.vn,1985-12-28,Nu
NV001271,Pham Van Anh,Tiep vien,An toan bay,730998511182,032479826800,nv1271@airline.vn,1977-09-21,Nam
NV001272,Hoang Duc Hung,Ky thuat,An toan bay,563272970868,032151289900,nv1272@airline.vn,1963-10-10,Nam
NV001273,Bui Chi,Tiep vien,Dieu hanh bay,624965496821,086313816800,nv1273@airline.vn,1978-03-13,Khac
NV001274,Le Duc Hung,Tiep vien,An toan bay,340660129973,086487434300,nv1274@airline.vn,1963-10-25,Nam
NV001275,Hoang Van Binh,Tiep vien,Phuc vu mat dat,363997728208,032290671100,nv1275@airline.vn,1989-03-27,Nam
NV001276,Vu Van Oanh,Tiep vien,Dieu hanh bay,560971361542,096121387900,nv1276@airline.vn,1960-11-03,Nu
NV001277,Le Thi Dat,Tiep vien,Ky thuat may bay,682444034463,097557845800,nv1277@airline.vn,1988-05-06,Nam
NV001278,Bui Thi Bao,Tiep vien,An toan bay,853411378946,086907486500,nv1278@airline.vn,1990-02-12,Nam
NV001279,Bui Thi An,Tiep vien,Dieu hanh bay,912451156766,034880095700,nv1279@airline.vn,1975-07-11,Nam
NV001280,Nguyen Thi Lan,Dieu hanh,An toan bay,731428479197,032193284800,nv1280@airline.vn,1987-05-27,Khac
NV001281,Vu Duc Chi,Tiep vien,Phuc vu mat dat,651695464498,086518456500,nv1281@airline.vn,1980-06-09,Nam
NV001282,Hoang Thi Khanh,Phi cong,Dieu hanh bay,643825508600,096340934600,nv1282@airline.vn,1963-12-14,Khac
NV001283,Huynh Thi Nam,Dieu hanh,Phuc vu mat dat,852612263207,096771500500,nv1283@airline.vn,1997-01-09,Nu
NV001284,Pham Thi Cuong,Tiep vien,Phuc vu mat dat,617601043686,096473179100,nv1284@airline.vn,1981-08-07,Nam
NV001285,Dang Thi Dung,Tiep vien,Khai thac bay,632293566741,033565121800,nv1285@airline.vn,1981-04-21,Nam
NV001286,Nguyen Thi Khanh,Ky thuat,Ky thuat may bay,268271292659,034898013400,nv1286@airline.vn,1976-01-21,Nu
NV001287,Pham Thi Viet,Phi cong,Phuc vu mat dat,478945615202,032643911700,nv1287@airline.vn,1964-07-02,Nam
NV001288,Pham Duc Hung,Phi cong,Khai thac bay,879482764141,032713437900,nv1288@airline.vn,1982-06-18,Khac
NV001289,Nguyen Duc Cuong,Phi cong,Ky thuat may bay,263861100374,097601896700,nv1289@airline.vn,1981-07-10,Nam
NV001290,Tran Thi Cuong,Tiep vien,Ky thuat may bay,198165132279,033638115600,nv1290@airline.vn,1974-09-26,Nam
NV001291,Vo Van Anh,Dieu hanh,Khai thac bay,374209955828,098679249000,nv1291@airline.vn,1961-06-23,Nam
NV001292,Hoang Duc Dat,Phi cong,An toan bay,222279635023,034934183900,nv1292@airline.vn,1980-06-16,Nam
NV001293,Vu Thi Uyen,Tiep vien,An toan bay,815678146988,033565848100,nv1293@airline.vn,1986-04-01,Khac
NV001294,Tran Thi Uyen,Phi cong,Tai chinh,823858526850,034825740800,nv1294@airline.vn,1975-06-05,Nam
NV001295,Nguyen Viet,Phi cong,Ky thuat may bay,418005973721,033191830000,nv1295@airline.vn,1980-10-18,Khac
NV001296,Dang Son,Dieu hanh,Dieu hanh bay,435339649656,033462005100,nv1296@airline.vn,1987-01-17,Nam
NV001297,Bui Van Binh,Phi cong,Khai thac bay,413173813824,098800612800,nv1297@airline.vn,1966-01-24,Nam
NV001298,Bui Hung,Dieu hanh,An toan bay,712036432856,032447496400,nv1298@airline.vn,1962-05-26,Khac
NV001299,Tran Thi Thu,Dieu hanh,An toan bay,547165716856,096893784000,nv1299@airline.vn,1994-12-12,Nam
NV001300,Dang Son,Dieu hanh,Khai thac bay,486517039836,097159029900,nv1300@airline.vn,1997-07-11,Khac
NV001301,Dang Thi Bao,Ky thuat,Dieu hanh bay,676281949410,032120185500,nv1301@airline.vn,1990-03-23,Khac
NV001302,Le Van An,Tiep vien,Dieu hanh bay,792152610424,033868566600,nv1302@airline.vn,1973-06-14,Nu
NV001303,Nguyen Thi Viet,Phi cong,An toan bay,152492854545,098771662900,nv1303@airline.vn,1998-08-17,Nu
NV001304,Tran Duc Nam,Tiep vien,An toan bay,325694624576,086874185600,nv1304@airline.vn,1965-05-13,Khac
NV001305,Hoang Van Cuong,Ky thuat,Dieu hanh bay,664903541618,097801046500,nv1305@airline.vn,1988-06-03,Nu
NV001306,Vo Van Dung,Ky thuat,Ky thuat may bay,573968210075,032689038400,nv1306@airline.vn,1998-06-27,Khac
NV001307,Pham Thi Oanh,Phi cong,An toan bay,819947401150,086451497800,nv1307@airline.vn,1997-03-01,Nam
NV001308,Le Duc Son,Ky thuat,Ky thuat may bay,970840790352,033503033000,nv1308@airline.vn,1990-12-16,Khac
NV001309,Pham Thi An,Phi cong,Dieu hanh bay,858040807217,096907036700,nv1309@airline.vn,1966-10-26,Nam
NV001310,Vu Duc Dung,Tiep vien,An toan bay,840798048789,033121164800,nv1310@airline.vn,1966-03-09,Nam
NV001311,Le Duc Son,Tiep vien,Ky thuat may bay,821656618928,032673951100,nv1311@airline.vn,1978-10-02,Nam
NV001312,Bui Thi Cuong,Dieu hanh,Dieu hanh bay,793213999048,086497454800,nv1312@airline.vn,1993-09-16,Nam
NV001313,Hoang Van Thu,Ky thuat,Phuc vu mat dat,319099980963,098573282600,nv1313@airline.vn,1975-09-08,Nam
NV001314,Nguyen Van An,Tiep vien,Phuc vu mat dat,273142464039,096615418500,nv1314@airline.vn,1974-01-16,Nu
NV001315,Tran Viet,Tiep vien,Ky thuat may bay,930703850915,086356026800,nv1315@airline.vn,1992-10-16,Nam
NV001316,Huynh Dung,Tiep vien,Phuc vu mat dat,268950371574,086649128900,nv1316@airline.vn,1985-01-01,Nam
NV001317,Le Van Manh,Tiep vien,Phuc vu mat dat,139887232316,034741295000,nv1317@airline.vn,1989-08-28,Nam
NV001318,Le Van Son,Tiep vien,An toan bay,909875620549,032540224900,nv1318@airline.vn,1966-09-28,Nam
NV001319,Dang Duc An,Phi cong,Dieu hanh bay,574175328495,032292532700,nv1319@airline.vn,1971-04-19,Nam
NV001320,Vo Duc Anh,Tiep vien,Dieu hanh bay,777036678416,032740247700,nv1320@airline.vn,1972-07-03,Nu
NV001321,Le Yen,Dieu hanh,Ky thuat may bay,709151465456,098572862800,nv1321@airline.vn,1979-05-05,Nam
NV001322,Le Duc Khanh,Dieu hanh,Phuc vu mat dat,689488823089,096759153700,nv1322@airline.vn,1972-12-03,Nam
NV001323,Vo Manh,Phi cong,Ky thuat may bay,144525888501,033223603400,nv1323@airline.vn,1967-09-02,Nam
NV001324,Vu Van Thu,Tiep vien,Khai thac bay,940113997485,033785792500,nv1324@airline.vn,1960-07-03,Nam
NV001325,Hoang Van Viet,Dieu hanh,An toan bay,919622836073,032271019700,nv1325@airline.vn,1997-10-05,Nu
NV001326,Vu Thi Dat,Tiep vien,Tai chinh,548764820461,096454701100,nv1326@airline.vn,1978-02-02,Nam
NV001327,Hoang Duc Chi,Phi cong,Phuc vu mat dat,176259800786,096273886700,nv1327@airline.vn,1967-09-21,Nam
NV001328,Hoang Duc An,Phi cong,Tai chinh,356426175036,033628252200,nv1328@airline.vn,1967-08-28,Nam
NV001329,Hoang Oanh,Phi cong,An toan bay,556817697242,032561189600,nv1329@airline.vn,1963-07-15,Nam
NV001330,Hoang Anh,Dieu hanh,Phuc vu mat dat,121772086720,033275433400,nv1330@airline.vn,1976-06-25,Khac
NV001331,Hoang Phu,Tiep vien,Phuc vu mat dat,458448197925,097892549800,nv1331@airline.vn,1998-05-26,Nam
NV001332,Vo Van Nam,Tiep vien,Phuc vu mat dat,597947165724,034533307200,nv1332@airline.vn,1997-10-17,Khac
NV001333,Nguyen Thi Dat,Tiep vien,An toan bay,877846677640,033759653900,nv1333@airline.vn,1978-02-06,Khac
NV001334,Hoang Van Chi,Ky thuat,Khai thac bay,281351332046,086856518600,nv1334@airline.vn,1982-04-03,Nam
NV001335,Huynh Yen,Tiep vien,Khai thac bay,186054848229,032995593600,nv1335@airline.vn,1998-07-21,Nu
NV001336,Hoang Van Uyen,Tiep vien,Ky thuat may bay,534761755676,032751790500,nv1336@airline.vn,1978-01-02,Nu
NV001337,Vo Oanh,Ky thuat,An toan bay,514728186672,098970444500,nv1337@airline.vn,1997-05-17,Nu
NV001338,Dang Chi,Phi cong,Tai chinh,543440153539,098278717000,nv1338@airline.vn,1961-01-15,Khac
NV001339,Nguyen Chi,Ky thuat,Phuc vu mat dat,631089207964,034619996900,nv1339@airline.vn,1998-04-26,Nam
NV001340,Nguyen Van Viet,Phi cong,Khai thac bay,217863994702,096809884400,nv1340@airline.vn,1963-01-09,Nam
NV001341,Le Duc Chi,Tiep vien,Ky thuat may bay,993231816650,034660673700,nv1341@airline.vn,1997-07-15,Nu
NV001342,Pham Thi Manh,Dieu hanh,Ky thuat may bay,721325396134,097783096200,nv1342@airline.vn,1981-06-06,Nam
NV001343,Bui Dung,Phi cong,Phuc vu mat dat,356525050954,034509033700,nv1343@airline.vn,1960-01-10,Nam
NV001344,Vu Duc Thu,Tiep vien,Tai chinh,887636515324,032901317600,nv1344@airline.vn,1989-04-04,Khac
NV001345,Pham Duc Cuong,Ky thuat,Tai chinh,271425195556,034949878000,nv1345@airline.vn,1991-12-24,Nam
NV001346,Pham Duc Bao,Dieu hanh,Dieu hanh bay,464461572986,097508695200,nv1346@airline.vn,1969-08-22,Khac
NV001347,Dang Van Viet,Tiep vien,Tai chinh,401684627600,096436816300,nv1347@airline.vn,1967-08-20,Khac
NV001348,Vo Binh,Phi cong,Ky thuat may bay,715742993579,097269899700,nv1348@airline.vn,1990-04-27,Nu
NV001349,Vo Thi Dat,Phi cong,Tai chinh,525723322334,033668749600,nv1349@airline.vn,1961-07-23,Nam
NV001350,Huynh Nam,Tiep vien,Dieu hanh bay,998544206341,096997773600,nv1350@airline.vn,1998-08-01,Nam
NV001351,Hoang Duc Phu,Ky thuat,Khai thac bay,758121173795,097498185400,nv1351@airline.vn,1976-11-05,Khac
NV001352,Tran Bao,Ky thuat,Tai chinh,495785168087,034311633100,nv1352@airline.vn,1998-11-02,Nu
NV001353,Nguyen Thi Dat,Ky thuat,Khai thac bay,151570050210,097234560500,nv1353@airline.vn,1967-11-25,Nam
NV001354,Tran Phu,Phi cong,Dieu hanh bay,605025532629,033532723000,nv1354@airline.vn,1976-12-20,Nam
NV001355,Le Thi Chi,Phi cong,Khai thac bay,914637553586,096958983000,nv1355@airline.vn,1968-11-25,Nam
NV001356,Dang Oanh,Dieu hanh,An toan bay,937738670978,097779274200,nv1356@airline.vn,1990-03-07,Nam
NV001357,Tran Duc Binh,Tiep vien,An toan bay,641702187281,097882160200,nv1357@airline.vn,1975-11-14,Nu
NV001358,Huynh Van Uyen,Dieu hanh,Phuc vu mat dat,946417029127,096328526900,nv1358@airline.vn,1968-01-14,Nam
NV001359,Tran Anh,Tiep vien,Khai thac bay,522971352525,032474709500,nv1359@airline.vn,1961-03-07,Khac
NV001360,Hoang Dung,Dieu hanh,Phuc vu mat dat,655869959959,033631609800,nv1360@airline.vn,1997-02-14,Khac
NV001361,Vu Van Nam,Tiep vien,Phuc vu mat dat,959961236380,096213614900,nv1361@airline.vn,1996-12-08,Nam
NV001362,Huynh Thi Hung,Ky thuat,Dieu hanh bay,215584052445,033738430600,nv1362@airline.vn,1998-04-15,Nu
NV001363,Bui Duc Dat,Tiep vien,Phuc vu mat dat,303207879235,096795372400,nv1363@airline.vn,1976-05-10,Nu
NV001364,Pham Uyen,Dieu hanh,Khai thac bay,228349916783,032618600900,nv1364@airline.vn,1974-04-02,Khac
NV001365,Hoang Van An,Tiep vien,An toan bay,626132128577,032660264500,nv1365@airline.vn,1980-12-12,Nam
NV001366,Vu Khanh,Dieu hanh,Dieu hanh bay,774005229016,032388115800,nv1366@airline.vn,1982-10-04,Nam
NV001367,Nguyen Nam,Tiep vien,Dieu hanh bay,225276889644,086399603400,nv1367@airline.vn,1985-07-24,Nam
NV001368,Pham Thi Hung,Tiep vien,An toan bay,178584830730,096111263300,nv1368@airline.vn,1971-10-11,Nu
NV001369,Bui Cuong,Ky thuat,Phuc vu mat dat,601314956205,098428104200,nv1369@airline.vn,1998-06-16,Nu
NV001370,Huynh Thi Chi,Tiep vien,Tai chinh,393996691875,097243174000,nv1370@airline.vn,1964-02-16,Nam
NV001371,Vu Van Viet,Tiep vien,Tai chinh,566122948205,033695836700,nv1371@airline.vn,1985-11-15,Khac
NV001372,Tran Thi Dung,Tiep vien,An toan bay,900116602859,098369052300,nv1372@airline.vn,1973-04-01,Nam
NV001373,Dang Duc Binh,Ky thuat,Phuc vu mat dat,916181540340,096345203800,nv1373@airline.vn,1996-03-21,Nu
NV001374,Dang Hung,Tiep vien,Phuc vu mat dat,223692356673,032891386600,nv1374@airline.vn,1993-09-07,Nam
NV001375,Le Thi Viet,Ky thuat,Ky thuat may bay,698248606086,034350560800,nv1375@airline.vn,1971-01-16,Nam
NV001376,Nguyen Chi,Phi cong,An toan bay,251590555773,096888462500,nv1376@airline.vn,1976-11-03,Khac
NV001377,Le Yen,Tiep vien,Tai chinh,458181202572,032363419300,nv1377@airline.vn,1980-06-11,Nam
NV001378,Nguyen Duc An,Phi cong,Khai thac bay,226758519014,096609313600,nv1378@airline.vn,1994-05-23,Nam
NV001379,Le Thi Uyen,Tiep vien,Tai chinh,113089584598,033801860700,nv1379@airline.vn,1960-08-05,Nam
NV001380,Pham Van Phu,Tiep vien,Tai chinh,682630325655,033104732100,nv1380@airline.vn,1972-11-09,Nam
NV001381,Hoang Lan,Tiep vien,Phuc vu mat dat,227020718509,086337474400,nv1381@airline.vn,1995-01-28,Nam
NV001382,Vu Thi Thu,Phi cong,Dieu hanh bay,571521093169,096746773300,nv1382@airline.vn,1995-08-24,Nu
NV001383,Nguyen Thi Manh,Phi cong,Ky thuat may bay,406548206900,034207839900,nv1383@airline.vn,1961-07-04,Khac
NV001384,Vu Nam,Phi cong,Khai thac bay,699945832114,034586790600,nv1384@airline.vn,1981-09-01,Nam
NV001385,Huynh Dung,Ky thuat,Ky thuat may bay,736268057128,086385139500,nv1385@airline.vn,1993-01-19,Nam
NV001386,Hoang Van Dung,Tiep vien,Khai thac bay,999013325070,032784418800,nv1386@airline.vn,1996-12-14,Nam
NV001387,Pham Duc Dung,Tiep vien,Tai chinh,509445316692,033510273800,nv1387@airline.vn,1970-03-22,Nam
NV001388,Huynh Thi Anh,Ky thuat,Tai chinh,797696192839,034494284100,nv1388@airline.vn,1982-05-24,Nam
NV001389,Hoang Yen,Tiep vien,Ky thuat may bay,317653318261,096710912800,nv1389@airline.vn,1962-02-03,Nam
NV001390,Huynh Duc Khanh,Tiep vien,An toan bay,579686957897,098404635500,nv1390@airline.vn,1989-08-23,Nam
NV001391,Vu Thi Binh,Phi cong,Dieu hanh bay,685302511023,096131341500,nv1391@airline.vn,1975-01-09,Nu
NV001392,Dang Van Anh,Dieu hanh,Dieu hanh bay,574781011884,032619251900,nv1392@airline.vn,1968-03-20,Nam
NV001393,Huynh Duc Phu,Tiep vien,An toan bay,301344981411,032646912000,nv1393@airline.vn,1982-10-14,Khac
NV001394,Huynh Viet,Dieu hanh,An toan bay,216343205048,097416027200,nv1394@airline.vn,1988-10-26,Nam
NV001395,Nguyen Duc Oanh,Ky thuat,Dieu hanh bay,258791666313,086519621800,nv1395@airline.vn,1980-11-04,Nam
NV001396,Vu Duc An,Dieu hanh,An toan bay,142728882553,098282921500,nv1396@airline.vn,1982-11-06,Nam
NV001397,Tran Thi Lan,Ky thuat,Tai chinh,755075661483,098730757900,nv1397@airline.vn,1963-01-17,Nam
NV001398,Hoang Viet,Phi cong,Phuc vu mat dat,656935362886,097966065100,nv1398@airline.vn,1997-10-24,Nam
NV001399,Nguyen Duc Yen,Ky thuat,Khai thac bay,227734361397,097513418700,nv1399@airline.vn,1996-10-25,Khac
NV001400,Bui Thi Dat,Ky thuat,Khai thac bay,464767364704,097760933800,nv1400@airline.vn,1963-04-07,Khac
NV001401,Dang Duc Anh,Tiep vien,An toan bay,904728673938,097959164200,nv1401@airline.vn,1985-09-21,Nam
NV001402,Dang Thi Nam,Dieu hanh,Dieu hanh bay,866204666716,033185814700,nv1402@airline.vn,1996-01-21,Nam
NV001403,Vo Manh,Dieu hanh,Ky thuat may bay,742593578664,096598600200,nv1403@airline.vn,1977-06-15,Nu
NV001404,Hoang Van Nam,Phi cong,Dieu hanh bay,737385997230,098385810500,nv1404@airline.vn,1987-03-13,Nu
NV001405,Hoang Duc Manh,Ky thuat,Ky thuat may bay,727037369892,032755987800,nv1405@airline.vn,1961-12-09,Nam
NV001406,Huynh Thi Cuong,Dieu hanh,An toan bay,802771216415,097190916000,nv1406@airline.vn,1989-10-23,Khac
NV001407,Huynh Duc Anh,Ky thuat,An toan bay,348061539441,097933625000,nv1407@airline.vn,1981-07-22,Nam
NV001408,Vu Duc Yen,Tiep vien,Ky thuat may bay,141563216721,086453187000,nv1408@airline.vn,1963-08-21,Nam
NV001409,Vo Viet,Phi cong,Tai chinh,444427623106,097142850000,nv1409@airline.vn,1960-08-17,Nam
NV001410,Vu Thi Cuong,Tiep vien,Phuc vu mat dat,886826718258,097940621200,nv1410@airline.vn,1980-05-01,Nam
NV001411,Pham Duc Uyen,Tiep vien,An toan bay,848754665283,098172507800,nv1411@airline.vn,1971-04-03,Nam
NV001412,Vu Thi Phu,Tiep vien,Dieu hanh bay,444619125838,097655350200,nv1412@airline.vn,1967-05-20,Khac
NV001413,Le Van Nam,Tiep vien,Phuc vu mat dat,241598968197,033549358100,nv1413@airline.vn,1990-08-03,Nu
NV001414,Vu Duc Dat,Phi cong,An toan bay,878432867781,034626743000,nv1414@airline.vn,1983-06-23,Khac
NV001415,Nguyen Van Hung,Phi cong,Dieu hanh bay,615883752466,034223552200,nv1415@airline.vn,1972-07-10,Nu
NV001416,Huynh Duc Cuong,Ky thuat,Dieu hanh bay,942291006006,033280814000,nv1416@airline.vn,1995-10-08,Nam
NV001417,Le Van Yen,Ky thuat,Ky thuat may bay,581163741881,097779848200,nv1417@airline.vn,1966-03-06,Nam
NV001418,Dang Van Manh,Tiep vien,Dieu hanh bay,410509125778,086691734300,nv1418@airline.vn,1975-11-01,Nu
NV001419,Huynh Duc Son,Tiep vien,An toan bay,157264657562,033784325700,nv1419@airline.vn,1973-12-11,Khac
NV001420,Nguyen Yen,Ky thuat,An toan bay,983069822371,097622800500,nv1420@airline.vn,1973-04-21,Nam
NV001421,Vo Thi Uyen,Dieu hanh,Tai chinh,167004092684,034789644100,nv1421@airline.vn,1962-01-17,Nam
NV001422,Pham Thu,Tiep vien,Dieu hanh bay,119597101947,033408300700,nv1422@airline.vn,1969-01-19,Khac
